id;year;type_obj;from_obj;to_inf;cost;only;hard
366;2024;inf;101;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
367;2025;inf;101;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
368;2026;inf;101;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
369;2027;inf;101;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
370;2028;inf;101;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
371;2029;inf;101;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
372;2030;inf;101;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
373;2016;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
374;2017;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
375;2018;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
376;2019;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
377;2020;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
378;2021;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
379;2022;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
380;2023;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
381;2024;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
382;2025;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
383;2026;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
384;2027;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
385;2028;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
386;2029;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
387;2030;inf;101;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
388;2016;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
389;2017;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
390;2018;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
391;2019;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
392;2020;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
393;2021;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
394;2022;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
395;2023;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
396;2024;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
397;2025;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
398;2026;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
399;2027;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
400;2028;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
401;2029;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
402;2030;inf;112;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
403;2016;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
404;2017;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
405;2018;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
406;2019;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
407;2020;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
408;2021;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
409;2022;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
410;2023;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
411;2024;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
412;2025;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
413;2026;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
414;2027;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
415;2028;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
416;2029;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
417;2030;inf;112;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
418;2016;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
419;2017;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
420;2018;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
421;2019;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
422;2020;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
423;2021;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
424;2022;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
425;2023;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
426;2024;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
427;2025;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
428;2026;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
429;2027;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
430;2028;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
431;2029;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
432;2030;inf;114;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
433;2016;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
434;2017;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
435;2018;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
436;2019;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
437;2020;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
438;2021;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
439;2022;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
440;2023;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
441;2024;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
442;2025;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
443;2026;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
444;2027;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
445;2028;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
446;2029;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
447;2030;inf;114;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
448;2016;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
449;2017;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
450;2018;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
451;2019;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
452;2020;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
453;2021;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
454;2022;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
455;2023;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
456;2024;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
457;2025;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
458;2026;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
459;2027;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
460;2028;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
461;2029;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
462;2030;inf;115;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
463;2016;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
464;2017;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
465;2018;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
466;2019;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
467;2020;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
468;2021;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
469;2022;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
470;2023;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
471;2024;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
472;2025;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
473;2026;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
474;2027;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
475;2028;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
476;2029;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
477;2030;inf;115;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
478;2016;region;1;207;0;ËÎÆÜ;ËÎÆÜ
479;2016;region;1;201;0;ËÎÆÜ;ËÎÆÜ
480;2017;region;1;207;0;ËÎÆÜ;ËÎÆÜ
481;2017;region;1;201;0;ËÎÆÜ;ËÎÆÜ
482;2018;region;1;207;0;ËÎÆÜ;ËÎÆÜ
483;2018;region;1;201;0;ËÎÆÜ;ËÎÆÜ
484;2019;region;1;207;0;ËÎÆÜ;ËÎÆÜ
485;2019;region;1;201;0;ËÎÆÜ;ËÎÆÜ
486;2020;region;1;207;0;ËÎÆÜ;ËÎÆÜ
487;2020;region;1;201;0;ËÎÆÜ;ËÎÆÜ
488;2021;region;1;207;0;ËÎÆÜ;ËÎÆÜ
489;2021;region;1;201;0;ËÎÆÜ;ËÎÆÜ
490;2022;region;1;207;0;ËÎÆÜ;ËÎÆÜ
491;2022;region;1;201;0;ËÎÆÜ;ËÎÆÜ
492;2023;region;1;207;0;ËÎÆÜ;ËÎÆÜ
493;2023;region;1;201;0;ËÎÆÜ;ËÎÆÜ
494;2024;region;1;207;0;ËÎÆÜ;ËÎÆÜ
495;2024;region;1;201;0;ËÎÆÜ;ËÎÆÜ
496;2025;region;1;207;0;ËÎÆÜ;ËÎÆÜ
497;2025;region;1;201;0;ËÎÆÜ;ËÎÆÜ
498;2026;region;1;207;0;ËÎÆÜ;ËÎÆÜ
499;2026;region;1;201;0;ËÎÆÜ;ËÎÆÜ
500;2027;region;1;207;0;ËÎÆÜ;ËÎÆÜ
501;2027;region;1;201;0;ËÎÆÜ;ËÎÆÜ
502;2028;region;1;207;0;ËÎÆÜ;ËÎÆÜ
503;2028;region;1;201;0;ËÎÆÜ;ËÎÆÜ
504;2029;region;1;207;0;ËÎÆÜ;ËÎÆÜ
505;2029;region;1;201;0;ËÎÆÜ;ËÎÆÜ
506;2030;region;1;207;0;ËÎÆÜ;ËÎÆÜ
507;2030;region;1;201;0;ËÎÆÜ;ËÎÆÜ
508;2016;region;2;7;0;ËÎÆÜ;ËÎÆÜ
509;2017;region;2;7;0;ËÎÆÜ;ËÎÆÜ
510;2018;region;2;7;0;ËÎÆÜ;ËÎÆÜ
511;2019;region;2;7;0;ËÎÆÜ;ËÎÆÜ
512;2020;region;2;7;0;ËÎÆÜ;ËÎÆÜ
513;2021;region;2;7;0;ËÎÆÜ;ËÎÆÜ
514;2022;region;2;7;0;ËÎÆÜ;ËÎÆÜ
515;2023;region;2;7;0;ËÎÆÜ;ËÎÆÜ
516;2024;region;2;7;0;ËÎÆÜ;ËÎÆÜ
517;2025;region;2;7;0;ËÎÆÜ;ËÎÆÜ
518;2026;region;2;7;0;ËÎÆÜ;ËÎÆÜ
519;2027;region;2;7;0;ËÎÆÜ;ËÎÆÜ
520;2028;region;2;7;0;ËÎÆÜ;ËÎÆÜ
521;2029;region;2;7;0;ËÎÆÜ;ËÎÆÜ
522;2030;region;2;7;0;ËÎÆÜ;ËÎÆÜ
523;2016;region;3;342;0;ËÎÆÜ;ËÎÆÜ
524;2017;region;3;342;0;ËÎÆÜ;ËÎÆÜ
525;2018;region;3;342;0;ËÎÆÜ;ËÎÆÜ
526;2019;region;3;342;0;ËÎÆÜ;ËÎÆÜ
527;2020;region;3;102;0;ËÎÆÜ;ËÎÆÜ
528;2021;region;3;102;0;ËÎÆÜ;ËÎÆÜ
529;2022;region;3;102;0;ËÎÆÜ;ËÎÆÜ
530;2023;region;3;102;0;ËÎÆÜ;ËÎÆÜ
531;2024;region;3;102;0;ËÎÆÜ;ËÎÆÜ
532;2025;region;3;102;0;ËÎÆÜ;ËÎÆÜ
533;2026;region;3;102;0;ËÎÆÜ;ËÎÆÜ
534;2027;region;3;102;0;ËÎÆÜ;ËÎÆÜ
535;2028;region;3;102;0;ËÎÆÜ;ËÎÆÜ
536;2029;region;3;102;0;ËÎÆÜ;ËÎÆÜ
537;2030;region;3;102;0;ËÎÆÜ;ËÎÆÜ
538;2016;region;5;104;0;ËÎÆÜ;ËÎÆÜ
539;2017;region;5;104;0;ËÎÆÜ;ËÎÆÜ
540;2018;region;5;104;0;ËÎÆÜ;ËÎÆÜ
541;2019;region;5;104;0;ËÎÆÜ;ËÎÆÜ
542;2020;region;5;104;0;ËÎÆÜ;ËÎÆÜ
543;2021;region;5;104;0;ËÎÆÜ;ËÎÆÜ
544;2022;region;5;104;0;ËÎÆÜ;ËÎÆÜ
545;2023;region;5;104;0;ËÎÆÜ;ËÎÆÜ
546;2024;region;5;104;0;ËÎÆÜ;ËÎÆÜ
547;2025;region;5;104;0;ËÎÆÜ;ËÎÆÜ
548;2026;region;5;104;0;ËÎÆÜ;ËÎÆÜ
549;2027;region;5;104;0;ËÎÆÜ;ËÎÆÜ
550;2028;region;5;104;0;ËÎÆÜ;ËÎÆÜ
551;2029;region;5;104;0;ËÎÆÜ;ËÎÆÜ
552;2030;region;5;104;0;ËÎÆÜ;ËÎÆÜ
568;2016;region;10;435;0;ËÎÆÜ;ËÎÆÜ
569;2017;region;10;435;0;ËÎÆÜ;ËÎÆÜ
570;2018;region;10;435;0;ËÎÆÜ;ËÎÆÜ
571;2019;region;10;435;0;ËÎÆÜ;ËÎÆÜ
572;2020;region;10;435;0;ËÎÆÜ;ËÎÆÜ
573;2021;region;10;435;0;ËÎÆÜ;ËÎÆÜ
574;2022;region;10;435;0;ËÎÆÜ;ËÎÆÜ
575;2023;region;10;435;0;ËÎÆÜ;ËÎÆÜ
576;2024;region;10;435;0;ËÎÆÜ;ËÎÆÜ
577;2025;region;10;435;0;ËÎÆÜ;ËÎÆÜ
578;2026;region;10;435;0;ËÎÆÜ;ËÎÆÜ
579;2027;region;10;435;0;ËÎÆÜ;ËÎÆÜ
580;2028;region;10;435;0;ËÎÆÜ;ËÎÆÜ
581;2029;region;10;435;0;ËÎÆÜ;ËÎÆÜ
582;2030;region;10;435;0;ËÎÆÜ;ËÎÆÜ
583;2016;region;12;208;0;ËÎÆÜ;ËÎÆÜ
584;2016;region;12;202;0;ËÎÆÜ;ËÎÆÜ
585;2017;region;12;208;0;ËÎÆÜ;ËÎÆÜ
586;2017;region;12;202;0;ËÎÆÜ;ËÎÆÜ
587;2018;region;12;208;0;ËÎÆÜ;ËÎÆÜ
588;2018;region;12;202;0;ËÎÆÜ;ËÎÆÜ
589;2019;region;12;208;0;ËÎÆÜ;ËÎÆÜ
590;2019;region;12;202;0;ËÎÆÜ;ËÎÆÜ
591;2020;region;12;208;0;ËÎÆÜ;ËÎÆÜ
592;2020;region;12;202;0;ËÎÆÜ;ËÎÆÜ
593;2021;region;12;208;0;ËÎÆÜ;ËÎÆÜ
594;2021;region;12;202;0;ËÎÆÜ;ËÎÆÜ
595;2022;region;12;208;0;ËÎÆÜ;ËÎÆÜ
596;2022;region;12;202;0;ËÎÆÜ;ËÎÆÜ
597;2023;region;12;208;0;ËÎÆÜ;ËÎÆÜ
598;2023;region;12;202;0;ËÎÆÜ;ËÎÆÜ
599;2024;region;12;208;0;ËÎÆÜ;ËÎÆÜ
600;2024;region;12;202;0;ËÎÆÜ;ËÎÆÜ
601;2025;region;12;208;0;ËÎÆÜ;ËÎÆÜ
602;2025;region;12;202;0;ËÎÆÜ;ËÎÆÜ
603;2026;region;12;208;0;ËÎÆÜ;ËÎÆÜ
604;2026;region;12;202;0;ËÎÆÜ;ËÎÆÜ
605;2027;region;12;208;0;ËÎÆÜ;ËÎÆÜ
606;2027;region;12;202;0;ËÎÆÜ;ËÎÆÜ
607;2028;region;12;208;0;ËÎÆÜ;ËÎÆÜ
608;2028;region;12;202;0;ËÎÆÜ;ËÎÆÜ
609;2029;region;12;208;0;ËÎÆÜ;ËÎÆÜ
610;2029;region;12;202;0;ËÎÆÜ;ËÎÆÜ
611;2030;region;12;208;0;ËÎÆÜ;ËÎÆÜ
612;2030;region;12;202;0;ËÎÆÜ;ËÎÆÜ
613;2016;region;13;328;0;ËÎÆÜ;ËÎÆÜ
614;2017;region;13;328;0;ËÎÆÜ;ËÎÆÜ
615;2018;region;13;328;0;ËÎÆÜ;ËÎÆÜ
616;2019;region;13;328;0;ËÎÆÜ;ËÎÆÜ
617;2020;region;13;433;0;ËÎÆÜ;ËÎÆÜ
618;2021;region;13;433;0;ËÎÆÜ;ËÎÆÜ
619;2022;region;13;433;0;ËÎÆÜ;ËÎÆÜ
620;2023;region;13;433;0;ËÎÆÜ;ËÎÆÜ
621;2024;region;13;433;0;ËÎÆÜ;ËÎÆÜ
622;2025;region;13;433;0;ËÎÆÜ;ËÎÆÜ
623;2026;region;13;433;0;ËÎÆÜ;ËÎÆÜ
624;2027;region;13;433;0;ËÎÆÜ;ËÎÆÜ
625;2028;region;13;433;0;ËÎÆÜ;ËÎÆÜ
626;2029;region;13;433;0;ËÎÆÜ;ËÎÆÜ
627;2030;region;13;433;0;ËÎÆÜ;ËÎÆÜ
628;2016;region;14;227;0;ËÎÆÜ;ËÎÆÜ
629;2017;region;14;227;0;ËÎÆÜ;ËÎÆÜ
630;2018;region;14;227;0;ËÎÆÜ;ËÎÆÜ
631;2019;region;14;227;0;ËÎÆÜ;ËÎÆÜ
632;2020;region;14;227;0;ËÎÆÜ;ËÎÆÜ
633;2021;region;14;227;0;ËÎÆÜ;ËÎÆÜ
634;2022;region;14;227;0;ËÎÆÜ;ËÎÆÜ
635;2023;region;14;227;0;ËÎÆÜ;ËÎÆÜ
636;2024;region;14;227;0;ËÎÆÜ;ËÎÆÜ
637;2025;region;14;227;0;ËÎÆÜ;ËÎÆÜ
638;2026;region;14;227;0;ËÎÆÜ;ËÎÆÜ
639;2027;region;14;227;0;ËÎÆÜ;ËÎÆÜ
640;2028;region;14;227;0;ËÎÆÜ;ËÎÆÜ
641;2029;region;14;227;0;ËÎÆÜ;ËÎÆÜ
642;2030;region;14;227;0;ËÎÆÜ;ËÎÆÜ
643;2016;region;15;225;0;ËÎÆÜ;ËÎÆÜ
644;2017;region;15;225;0;ËÎÆÜ;ËÎÆÜ
645;2018;region;15;225;0;ËÎÆÜ;ËÎÆÜ
646;2019;region;15;225;0;ËÎÆÜ;ËÎÆÜ
647;2020;region;15;225;0;ËÎÆÜ;ËÎÆÜ
648;2021;region;15;225;0;ËÎÆÜ;ËÎÆÜ
649;2022;region;15;225;0;ËÎÆÜ;ËÎÆÜ
650;2023;region;15;225;0;ËÎÆÜ;ËÎÆÜ
651;2024;region;15;225;0;ËÎÆÜ;ËÎÆÜ
652;2025;region;15;225;0;ËÎÆÜ;ËÎÆÜ
653;2026;region;15;225;0;ËÎÆÜ;ËÎÆÜ
654;2027;region;15;225;0;ËÎÆÜ;ËÎÆÜ
655;2028;region;15;225;0;ËÎÆÜ;ËÎÆÜ
656;2029;region;15;225;0;ËÎÆÜ;ËÎÆÜ
657;2030;region;15;225;0;ËÎÆÜ;ËÎÆÜ
658;2016;region;16;135;0;ËÎÆÜ;ËÎÆÜ
659;2017;region;16;135;0;ËÎÆÜ;ËÎÆÜ
660;2018;region;16;135;0;ËÎÆÜ;ËÎÆÜ
661;2019;region;16;135;0;ËÎÆÜ;ËÎÆÜ
662;2020;region;16;135;0;ËÎÆÜ;ËÎÆÜ
663;2021;region;16;135;0;ËÎÆÜ;ËÎÆÜ
664;2022;region;16;135;0;ËÎÆÜ;ËÎÆÜ
665;2023;region;16;135;0;ËÎÆÜ;ËÎÆÜ
666;2024;region;16;135;0;ËÎÆÜ;ËÎÆÜ
667;2025;region;16;135;0;ËÎÆÜ;ËÎÆÜ
668;2026;region;16;135;0;ËÎÆÜ;ËÎÆÜ
669;2027;region;16;135;0;ËÎÆÜ;ËÎÆÜ
670;2028;region;16;135;0;ËÎÆÜ;ËÎÆÜ
671;2029;region;16;135;0;ËÎÆÜ;ËÎÆÜ
672;2030;region;16;135;0;ËÎÆÜ;ËÎÆÜ
673;2016;region;17;138;0;ËÎÆÜ;ËÎÆÜ
674;2017;region;17;138;0;ËÎÆÜ;ËÎÆÜ
675;2018;region;17;138;0;ËÎÆÜ;ËÎÆÜ
676;2019;region;17;138;0;ËÎÆÜ;ËÎÆÜ
677;2020;region;17;138;0;ËÎÆÜ;ËÎÆÜ
678;2021;region;17;138;0;ËÎÆÜ;ËÎÆÜ
679;2022;region;17;138;0;ËÎÆÜ;ËÎÆÜ
680;2023;region;17;138;0;ËÎÆÜ;ËÎÆÜ
681;2024;region;17;138;0;ËÎÆÜ;ËÎÆÜ
682;2025;region;17;138;0;ËÎÆÜ;ËÎÆÜ
683;2026;region;17;138;0;ËÎÆÜ;ËÎÆÜ
684;2027;region;17;138;0;ËÎÆÜ;ËÎÆÜ
685;2028;region;17;138;0;ËÎÆÜ;ËÎÆÜ
686;2029;region;17;138;0;ËÎÆÜ;ËÎÆÜ
687;2030;region;17;138;0;ËÎÆÜ;ËÎÆÜ
688;2016;region;18;137;0;ËÎÆÜ;ËÎÆÜ
689;2017;region;18;137;0;ËÎÆÜ;ËÎÆÜ
690;2018;region;18;137;0;ËÎÆÜ;ËÎÆÜ
691;2019;region;18;137;0;ËÎÆÜ;ËÎÆÜ
692;2020;region;18;137;0;ËÎÆÜ;ËÎÆÜ
693;2021;region;18;137;0;ËÎÆÜ;ËÎÆÜ
694;2022;region;18;137;0;ËÎÆÜ;ËÎÆÜ
695;2023;region;18;137;0;ËÎÆÜ;ËÎÆÜ
696;2024;region;18;137;0;ËÎÆÜ;ËÎÆÜ
697;2025;region;18;137;0;ËÎÆÜ;ËÎÆÜ
698;2026;region;18;137;0;ËÎÆÜ;ËÎÆÜ
699;2027;region;18;137;0;ËÎÆÜ;ËÎÆÜ
700;2028;region;18;137;0;ËÎÆÜ;ËÎÆÜ
701;2029;region;18;137;0;ËÎÆÜ;ËÎÆÜ
702;2030;region;18;137;0;ËÎÆÜ;ËÎÆÜ
703;2016;region;19;223;0;ËÎÆÜ;ËÎÆÜ
704;2017;region;19;223;0;ËÎÆÜ;ËÎÆÜ
705;2018;region;19;223;0;ËÎÆÜ;ËÎÆÜ
706;2019;region;19;223;0;ËÎÆÜ;ËÎÆÜ
707;2020;region;19;223;0;ËÎÆÜ;ËÎÆÜ
708;2021;region;19;223;0;ËÎÆÜ;ËÎÆÜ
709;2022;region;19;223;0;ËÎÆÜ;ËÎÆÜ
710;2023;region;19;223;0;ËÎÆÜ;ËÎÆÜ
711;2024;region;19;223;0;ËÎÆÜ;ËÎÆÜ
712;2025;region;19;223;0;ËÎÆÜ;ËÎÆÜ
713;2026;region;19;223;0;ËÎÆÜ;ËÎÆÜ
714;2027;region;19;223;0;ËÎÆÜ;ËÎÆÜ
715;2028;region;19;223;0;ËÎÆÜ;ËÎÆÜ
716;2029;region;19;223;0;ËÎÆÜ;ËÎÆÜ
717;2030;region;19;223;0;ËÎÆÜ;ËÎÆÜ
718;2016;region;20;136;0;ËÎÆÜ;ËÎÆÜ
719;2017;region;20;136;0;ËÎÆÜ;ËÎÆÜ
720;2018;region;20;136;0;ËÎÆÜ;ËÎÆÜ
721;2019;region;20;136;0;ËÎÆÜ;ËÎÆÜ
722;2020;region;20;136;0;ËÎÆÜ;ËÎÆÜ
723;2021;region;20;136;0;ËÎÆÜ;ËÎÆÜ
724;2022;region;20;136;0;ËÎÆÜ;ËÎÆÜ
725;2023;region;20;136;0;ËÎÆÜ;ËÎÆÜ
726;2024;region;20;136;0;ËÎÆÜ;ËÎÆÜ
727;2025;region;20;136;0;ËÎÆÜ;ËÎÆÜ
728;2026;region;20;136;0;ËÎÆÜ;ËÎÆÜ
729;2027;region;20;136;0;ËÎÆÜ;ËÎÆÜ
730;2028;region;20;136;0;ËÎÆÜ;ËÎÆÜ
731;2029;region;20;136;0;ËÎÆÜ;ËÎÆÜ
732;2030;region;20;136;0;ËÎÆÜ;ËÎÆÜ
733;2016;region;21;426;0;ËÎÆÜ;ËÎÆÜ
734;2017;region;21;426;0;ËÎÆÜ;ËÎÆÜ
735;2018;region;21;426;0;ËÎÆÜ;ËÎÆÜ
736;2019;region;21;426;0;ËÎÆÜ;ËÎÆÜ
737;2020;region;21;426;0;ËÎÆÜ;ËÎÆÜ
738;2021;region;21;426;0;ËÎÆÜ;ËÎÆÜ
739;2022;region;21;426;0;ËÎÆÜ;ËÎÆÜ
740;2023;region;21;426;0;ËÎÆÜ;ËÎÆÜ
741;2024;region;21;426;0;ËÎÆÜ;ËÎÆÜ
742;2025;region;21;426;0;ËÎÆÜ;ËÎÆÜ
743;2026;region;21;426;0;ËÎÆÜ;ËÎÆÜ
744;2027;region;21;426;0;ËÎÆÜ;ËÎÆÜ
745;2028;region;21;426;0;ËÎÆÜ;ËÎÆÜ
746;2029;region;21;426;0;ËÎÆÜ;ËÎÆÜ
747;2030;region;21;426;0;ËÎÆÜ;ËÎÆÜ
748;2016;region;22;224;0;ËÎÆÜ;ËÎÆÜ
749;2017;region;22;224;0;ËÎÆÜ;ËÎÆÜ
750;2018;region;22;224;0;ËÎÆÜ;ËÎÆÜ
751;2019;region;22;224;0;ËÎÆÜ;ËÎÆÜ
752;2020;region;22;224;0;ËÎÆÜ;ËÎÆÜ
753;2021;region;22;224;0;ËÎÆÜ;ËÎÆÜ
754;2022;region;22;224;0;ËÎÆÜ;ËÎÆÜ
755;2023;region;22;224;0;ËÎÆÜ;ËÎÆÜ
756;2024;region;22;224;0;ËÎÆÜ;ËÎÆÜ
757;2025;region;22;224;0;ËÎÆÜ;ËÎÆÜ
758;2026;region;22;224;0;ËÎÆÜ;ËÎÆÜ
759;2027;region;22;224;0;ËÎÆÜ;ËÎÆÜ
760;2028;region;22;224;0;ËÎÆÜ;ËÎÆÜ
761;2029;region;22;224;0;ËÎÆÜ;ËÎÆÜ
762;2030;region;22;224;0;ËÎÆÜ;ËÎÆÜ
763;2016;region;23;226;0;ËÎÆÜ;ËÎÆÜ
764;2017;region;23;226;0;ËÎÆÜ;ËÎÆÜ
765;2018;region;23;226;0;ËÎÆÜ;ËÎÆÜ
766;2019;region;23;226;0;ËÎÆÜ;ËÎÆÜ
