id;year;type_obj;from_obj;to_inf;cost;only;hard
2344;2018;inf;102;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2345;2019;inf;102;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2346;2020;inf;102;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2347;2021;inf;102;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2348;2022;inf;102;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2349;2023;inf;102;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2350;2024;inf;102;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2351;2025;inf;102;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2352;2026;inf;102;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2353;2027;inf;102;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2354;2028;inf;102;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2355;2029;inf;102;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2356;2030;inf;102;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2357;2016;inf;121;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2358;2017;inf;121;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2359;2018;inf;121;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2360;2019;inf;121;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2361;2020;inf;121;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2362;2021;inf;121;201;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2372;2016;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2373;2017;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2374;2018;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2375;2019;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2376;2020;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2377;2021;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2378;2022;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2379;2023;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2380;2024;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2381;2025;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2382;2026;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2383;2027;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2384;2028;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2385;2029;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2386;2030;inf;121;207;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2387;2020;inf;106;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2388;2021;inf;106;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2389;2022;inf;106;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2390;2023;inf;106;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2391;2024;inf;106;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2392;2025;inf;106;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2393;2026;inf;106;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2394;2027;inf;106;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2395;2028;inf;106;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2396;2029;inf;106;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2397;2030;inf;106;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2398;2019;inf;205;13;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2399;2024;inf;209;12;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2400;2025;inf;209;12;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2401;2026;inf;209;12;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2402;2027;inf;209;12;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2403;2028;inf;209;12;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2404;2029;inf;209;12;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2405;2030;inf;209;12;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2406;2020;inf;107;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2407;2021;inf;107;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2408;2022;inf;107;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2409;2023;inf;107;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2410;2024;inf;107;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2411;2025;inf;107;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2412;2026;inf;107;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2413;2027;inf;107;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2414;2028;inf;107;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2415;2029;inf;107;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2416;2030;inf;107;8;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2417;2020;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2418;2021;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2419;2022;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2420;2023;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2421;2024;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2422;2025;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2423;2026;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2424;2027;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2425;2028;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2426;2029;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2427;2030;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2428;2022;region;71;10;0;ËÎÆÜ;ËÎÆÜ
2429;2023;region;71;10;0;ËÎÆÜ;ËÎÆÜ
2430;2024;region;71;10;0;ËÎÆÜ;ËÎÆÜ
2431;2025;region;71;10;0;ËÎÆÜ;ËÎÆÜ
2432;2026;region;71;10;0;ËÎÆÜ;ËÎÆÜ
2433;2027;region;71;10;0;ËÎÆÜ;ËÎÆÜ
2434;2028;region;71;10;0;ËÎÆÜ;ËÎÆÜ
2435;2029;region;71;10;0;ËÎÆÜ;ËÎÆÜ
2436;2030;region;71;10;0;ËÎÆÜ;ËÎÆÜ
2437;2022;inf;103;4;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2438;2023;inf;103;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2439;2024;inf;103;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2440;2025;inf;103;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2441;2026;inf;103;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2442;2027;inf;103;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2443;2028;inf;103;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2444;2029;inf;103;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2445;2030;inf;103;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2446;2020;inf;104;6;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2447;2021;inf;104;6;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2448;2022;inf;104;6;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2449;2023;inf;104;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2450;2024;inf;104;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2451;2025;inf;104;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2452;2026;inf;104;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2453;2027;inf;104;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2454;2028;inf;104;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2455;2029;inf;104;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2456;2030;inf;104;209;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2457;2020;inf;104;4;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2458;2021;inf;104;4;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2459;2022;inf;104;4;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2460;2019;inf;129;122;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2461;2016;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2462;2017;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2463;2018;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2464;2019;inf;205;11;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2465;2016;region;65;8;0;ËÎÆÜ;ËÎÆÜ
2466;2017;region;65;8;0;ËÎÆÜ;ËÎÆÜ
2467;2018;region;65;8;0;ËÎÆÜ;ËÎÆÜ
2468;2019;region;65;8;0;ËÎÆÜ;ËÎÆÜ
2469;2016;region;11;3;0;ËÎÆÜ;ËÎÆÜ
2470;2017;region;11;3;0;ËÎÆÜ;ËÎÆÜ
2471;2018;region;11;3;0;ËÎÆÜ;ËÎÆÜ
2472;2019;region;11;3;0;ËÎÆÜ;ËÎÆÜ
2473;2016;region;11;202;0;ËÎÆÜ;ËÎÆÜ
2474;2017;region;11;202;0;ËÎÆÜ;ËÎÆÜ
2475;2018;region;11;202;0;ËÎÆÜ;ËÎÆÜ
2476;2019;region;11;202;0;ËÎÆÜ;ËÎÆÜ
2477;2019;inf;236;448;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2478;2020;inf;236;448;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2479;2021;inf;236;448;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2480;2022;inf;236;448;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2481;2023;inf;236;448;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2482;2024;inf;236;448;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2483;2025;inf;236;448;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2484;2026;inf;236;448;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2485;2027;inf;236;448;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2486;2028;inf;236;448;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2487;2029;inf;236;448;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2488;2030;inf;236;448;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2489;2020;inf;237;449;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2490;2021;inf;237;449;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2491;2022;inf;237;449;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2492;2023;inf;237;449;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2493;2024;inf;237;449;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2494;2025;inf;237;449;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2495;2026;inf;237;449;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2496;2027;inf;237;449;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2497;2028;inf;237;449;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2498;2029;inf;237;449;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2499;2030;inf;237;449;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2500;2020;inf;238;450;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2501;2021;inf;238;450;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2502;2022;inf;238;450;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2503;2023;inf;238;450;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2504;2024;inf;238;450;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2505;2025;inf;238;450;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2506;2026;inf;238;450;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2507;2027;inf;238;450;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2508;2028;inf;238;450;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2509;2029;inf;238;450;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2510;2030;inf;238;450;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2511;2020;inf;239;451;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2512;2021;inf;239;451;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2513;2022;inf;239;451;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2514;2023;inf;239;451;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2515;2024;inf;239;451;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2516;2025;inf;239;451;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2517;2026;inf;239;451;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2518;2027;inf;239;451;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2519;2028;inf;239;451;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2520;2029;inf;239;451;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2521;2030;inf;239;451;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2522;2020;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2523;2021;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2524;2022;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2525;2023;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2526;2024;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2527;2025;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2528;2026;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2529;2027;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2530;2028;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2531;2029;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
2532;2030;inf;240;452;0;ÈÑÒÈÍÀ;ÈÑÒÈÍÀ
